id,eng_Latn,hin_Deva,kan_Knda,tam_Taml
153,"The games kicked off at 10:00am with great weather and apart from mid morning drizzle which quickly cleared up, it was a perfect day for 7's rugby.","खेल सुबह 10:00 बजे बहुत बढ़िया मौसम के साथ शुरू हुआ और सुबह-सुबह की रिमझिम फुहारें, जो जल्दी ही ख़त्म हो गई थीं, के अलावा यह 7वे रग्बी के लिए शानदार दिन था.",ಬೆಳಿಗ್ಗೆ 10.00 ಗಂಟೆಗೆ ಉತ್ತಮ ಹವಾಮಾನದೊಂದಿಗೆ ಪಂದ್ಯಗಳು ಶುರುವಾದವು ಹಾಗು ಪೂರ್ವಾಹ್ನದಲ್ಲಿ ಶುರುವಾದ ಹನಿಮಳೆ ಬಹಳ ಬೇಗ ನಿಲ್ಲುವುದರೊಂದಿಗೆ 7's ರಗ್ಬಿ  ಗೆ ಉತ್ತಮ ದಿನವಾಗಿದೆ,"சிறந்த வானிலையுடன் விடியற் காலையில் இருந்த லேசான தூறல் உடன் ஆட்டம் காலை 10:00 மணி அளவில் தொடங்கியது, 7's ரக்பி போட்டியில் விளையாட இது ஏற்ற நாளாகும்."
154,Tournament top seeds South Africa started on the right note when they had a comfortable 26 - 00 win against 5th seeded Zambia.,"टूर्नामेंट के शीर्ष सीड्स दक्षिण अफ़्रीका ने सही नोट पर शुरू किया, जब उनके पास 5वीं वरीयता प्राप्त ज़ांबिया के ख़िलाफ़ 26 - 00 की आसान जीत थी.","ಈ ಪಂದ್ಯಾವಳಿಯ ಅಗ್ರ ಶ್ರೇಯಾಂಕದ ಸೌತ್ ಆಫ್ರಿಕಾ, 5ನೇ ಶ್ರೇಯಾಂಕಿತ ಜಾಂಬಿಯಾ ವಿರುದ್ದ 26 -00 ಅಂತರದಿಂದ ಗೆಲುವು ಸಾಧಿಸಿ ಅಗ್ರಸ್ಥಾನವನ್ನು ಪಡೆದುಕೊಂಡಿತು.",இந்த போட்டி தொடரின் சிறந்த அணியான தென்னாப்பிரிக்கா 26 - 00 என்ற கணக்கில் 5ம் நிலை அணியான சாம்பியாவுடன் வெற்றி பெற்று தொடரை சரியான பாதையில் தொடங்கியுள்ளது.
155,"Looking decidedly rusty in the game against their southern sisters, South Africa however steadily improved as the tournament progressed.","अपनी सदर्न सिस्टर्स के खिलाफ़ खेल में निर्णायक रूप से कमज़ोर दिखाई दे रही, फिर भी लगातार दक्षिण अफ़्रीका ने टूर्नामेंट के आगे बढ़ने पर सुधार किया है.",ತಮ್ಮ ದಕ್ಷಿಣದ ಸೋದರಿಯರ ವಿರುದ್ಧ ಆಟದಲ್ಲಿ ನಿರ್ಧಾರಯುತವಾಗಿ ಶಿಥಿಲ ಎಂಬಂತೆ ಕಾಣಿಸುತ್ತಿದ್ದ ದಕ್ಷಿಣ ಆಫ್ರಿಕಾ ಪಂದ್ಯ ಮುಂದೆ ಸಾಗಿದಂತೆ ಸ್ಥಿರವಾಗಿ ಸುಧಾರಿಸಿತು.,"தங்களது தெற்குப்பகுதி சகோதரிகளுக்கு எதிரான ஆட்டத்தில் பலவீனமான ஆட்டத்தை வெளிப்படுத்தி இருந்தாலும், தென்னாப்பிரிக்கா போட்டித் தொடர் தொடர்ந்து நடைபெறும்போது சீராக முன்னேறியது."
156,"Their disciplined defence, ball handling skills and excellent team work made them stand out and it was clear that this was the team to beat.","उनकी अनुशासित रक्षा, गेंदबाजी की कला और टीम के अच्छे काम ने उन्हें बाहर खड़ा कर दिया और अब यह साफ हो गया था की ये टीम टक्कर देगी ।","ಅವರ ಶಿಸ್ತುಬದ್ಧ ರಕ್ಷಣಾತ್ಮಕ ಆಟ, ಚೆಂಡು ನಿರ್ವಹಣಾ ಕೌಶಲ್ಯ ಮತ್ತು ಅತ್ಯುತ್ತಮ ತಂಡದ ಕೆಲಸವು ಅವರನ್ನು ಮುನ್ನಲೆಗೆ ತಂದು ನಿಲ್ಲಿಸುತ್ತದೆ ಮತ್ತು ಈ ತಂಡವ್ನು ಸೋಲಿಸುವುದು ಬಹಳ ಕಷ್ಟ ಎಂಬುದು ಇದರ ಮೂಲಕ ಸ್ಪಷ್ಟವಾಯಿತು.","எதிரணிக்கு எதிராக கட்டுப்பாடான இலக்கை நோக்கி விளையாடுதல், பந்தை கையாளும் திறன் மற்றும் ஒரு அணியாக சிறப்பாக செயல்படுவது ஆகியன அவர்களை மற்றவர்களிடமிருந்து தனித்து நிற்க செய்தது மற்றும் இது தான் தோற்கடிக்க வேண்டிய அணி என்று தெளிவாகத் தெரிந்தது."
157,Officials for the city of Amsterdam and the Anne Frank Museum state that the tree is infected with a fungus and poses a public health hazard as they argue that it was in imminent danger of falling over.,एम्स्टर्डम शहर और ऐनी फ्रैंक संग्रहालय राज्य के अधिकारियों का कहना है कि पेड़ एक कवक से संक्रमित है और एक सार्वजनिक स्वास्थ्य खतरा पैदा करता है क्योंकि उनका तर्क है कि उसके गिरने का पूरा खतरा था।,ಮರವು ಶಿಲೀಂಧ್ರದಿಂದ ಸೋಂಕಿಗೆ ಒಳಗಾಗಿದೆ ಮತ್ತು ಅದು ಬೀಳುವ ಸನ್ನಿಹಿತ ಅಪಾಯದಲ್ಲಿದೆ ಎಂದು ವಾದಿಸುವುದರಿಂದ ಸಾರ್ವಜನಿಕ ಆರೋಗ್ಯಕ್ಕೆ ಅಪಾಯವಿದೆ ಎಂದು ನಗರದ ಆಮ್ಸ್ಟರ್‌ಡ್ಯಾಮ್ ಮತ್ತು ಆನ್ ಫ್ರಾಂಕ್ ಮ್ಯೂಸಿಯಂ ಅಧಿಕಾರಿಗಳು ಹೇಳುತ್ತಾರೆ.,ஆம்ஸ்டர்டாம் மற்றும் அன்னே ஃபிராங்க் அருங்காட்யகத்தின் அதிகாரிகள் அருகில் உள்ள மரம் பூஞ்கைகளால் பாதிக்கப்பட்டுள்ளதால் எந்த நேரமும் விழும் ஆபத்தான நிலையில் உள்ளது மற்றும் பொது சுகாரதிற்கு தீங்கு விளைவிக்கும் என்று கூறியுள்ளனர்.
158,"It had been scheduled to be cut down on Tuesday, but was saved after an emergency court ruling.","इसे मंगलवार को काटना तय किया गया था, लेकिन एक आपातकालीन अदालत के फ़ैसले के बाद इसे बचा लिया गया था.","ಅದನ್ನು ಮಂಗಳವಾರ ಧರೆಗೆ ಉರುಳಿಸಲು ನಿರ್ಧರಿಸಲಾಗಿತ್ತು, ಆದರೆ ತುರ್ತು ನ್ಯಾಯಾಲಯದ ತೀರ್ಪಿನ ಬಳಿಕ ಅದು ಹಾಗೆಯೇ ಬಿಡಲಾಗಿದೆ.","செவ்வாயன்று அது குறைக்கப்பட இருந்தது, ஆனால் ஒரு அவசர நீதிமன்ற தீர்ப்பிற்குப் பின்னர் காப்பாற்றப்பட்டது."
159,"All of the cave entrances, which were named ""The Seven Sisters"", are at least 100 to 250 meters (328 to 820 feet) in diameter.","सभी गुफाओं, जिनका नाम “सात बहनें” रखा गया, में घुसने की जगह का डायमीटर कम से कम 100 से 250 मीटर (328 से 820 फ़ीट) है.","""ದಿ ಸೆವೆನ್ ಸಿಸ್ಟರ್ಸ್"" ಎಂದು ಹೆಸರಿಸಲಾದ ಎಲ್ಲಾ ಗುಹೆ ಪ್ರವೇಶ ದ್ವಾರಗಳು ಕನಿಷ್ಠ 100 ರಿಂದ 250 ಮೀಟರ್ (328 ರಿಂದ 820 ಅಡಿ) ವ್ಯಾಸವನ್ನು ಹೊಂದಿವೆ.","""அனைத்து குகை நுழைவாயில்களும் """"ஏழு சகோதரிகள்"""" என்று பெயரிடப்பட்டுள்ளது, அது குறைந்தபட்சம் 100 முதல் 250 மீட்டர் (328 முதல் 820 அடி) விட்டம் கொண்டது."""
160,Infrared images show that the temperature variations from night and day show that they are likely caves.,इन्फ़्रारेड चित्र दिखाते हैं कि रात और दिन के बदले तापमान से वे कुछ-कुछ गुफ़ाएँ जैसी हैं.,ಅತಿಗೆಂಪು ಚಿತ್ರಗಳು ರಾತ್ರಿ ಮತ್ತು ಹಗಲಿನ ತಾಪಮಾನದ ವ್ಯತ್ಯಾಸಗಳನ್ನು ತೋರಿಸುತ್ತವೆ ಮತ್ತು ಹಗಲಿನಲ್ಲಿ ಅವು ಗುಹೆಗಳಂತಿವೆ ಎಂದು ತೋರಿಸುತ್ತದೆ.,"இன்ஃப்ரா ரெட் படங்கள், இரவு மற்றும் பகலில் இருந்து மாறுபடும் வெப்பநிலைகளைக் கணித்து, அவை குகைகள் என்பதைக் காட்டுகின்றன."
161,"""They are cooler than the surrounding surface in the day and warmer at night.",“दिन में ये आस-पास की सतहों से ज़्यादा ठंडी और रात में गर्म होती हैं.,"""ಸುತ್ತಲಿನ ಮೇಲ್ಮೈಯಲ್ಲಿ ಹಗಲಿನಲ್ಲಿ ತಂಪಾಗಿರುತ್ತವೆ ಮತ್ತು ರಾತ್ರಿ ಬೆಚ್ಚಗೆ ಇರುತ್ತವೆ.","""""""அவை சுற்றியுள்ள மேற்பரப்பில் பகலில் குளிராகவும், இரவு நேரத்தில் வெப்பமாகவும் இருக்கும்."""
162,"Their thermal behavior is not as steady as large caves on Earth that often maintain a fairly constant temperature, but it is consistent with these being deep holes in the ground,"" said Glen Cushing of the United States Geological Survey (USGS) Astrogeology Team and of Northern Arizona University located in Flagstaff, Arizona.","उनका ऊष्मीय व्यवहार पृथ्वी की बड़ी गुफाओं जैसा स्थिर नहीं है जो अक्सर काफी स्थिर तापमान बनाए रखती हैं, लेकिन यह जमीन के इन गहरे छेद के अनुरूप है,” यूनाइटेड स्टेट्स जियोलॉजिकल सर्वे (यूएसजीएस) की भूगर्भीय टीम और फ्लैगस्टाफ, एरिजोना में स्थित उत्तरी एरिजोना विश्वविद्यालय के ग्लेन कुशिंग ने कहा।","ಭೂಮಿಯ ಮೇಲಿರುವ ಸಾಮಾನ್ಯವಾಗಿ ಸ್ಥಿರ ತಾಪಮಾನವನ್ನು ಕಾಯ್ದುಕೊಳ್ಳುವ ದೊಡ್ಡ ಗುಹೆಗಳಲ್ಲಿರುವಂತೆ ಅವುಗಳ ಉಷ್ಣ ವಾತಾವರಣವು ಸ್ಥಿರವಾಗಿರುವುದಿಲ್ಲ, ಆದರೆ ಇದು ನೆಲದ ಆಳವಾದ ರಂಧ್ರಗಳಾಗಿರುತ್ತದೆ"" ಎಂದು ಯುನೈಟೆಡ್ ಸ್ಟೇಟ್ಸ್ ಭೂವೈಜ್ಞಾನಿಕ ಸಮೀಕ್ಷೆ (USGS) ಜ್ಯೋತಿಷ್ಯಶಾಸ್ತ್ರ ವಿಭಾಗ ಮತ್ತು ಅರಿಜೋನಾದ ಫ್ಲ್ಯಾಗ್‌ಸ್ಟಾಫ್‌ನಲ್ಲಿರುವ ಉತ್ತರ ಅರಿಜೋನಾ ವಿಶ್ವವಿದ್ಯಾಲಯದ ಗ್ಲೆನ್ ಕುಶಿಂಗ್ ಹೇಳುತ್ತಾರೆ.","""அவற்றின் வெப்ப நிலை செயல்பாடு பூமியிலுள்ள மற்ற பெரிய குகைகளைப் போல பெரும்பாலும் ஒரே மாதிரியான வெப்பநிலையைக் கொண்டிருக்கவில்லை, ஆனால் தரையில் இருக்கும் ஆழமான பள்ளங்களை ஒத்து இருந்தது"""" என்றார் அமெரிக்க புவியியல் ஆய்வு (USGS) விண்வெளிப் புவியியல் அணி மற்றும் பிளாக்ஸ்டாஃப், அரிசோனாவில் இருக்கும் வட அரிசோனா பல்கலைக்கழகத்தின் கிளென் கூசிங்.   """
163,"In France, voting has traditionally been a low-tech experience: voters isolate themselves in a booth, put a pre-printed sheet of paper indicating their candidate of choice into an envelope.","फ्रांस में, मतदान परंपरागत रूप से एक कम तकनीक वाला अनुभव रहा है: मतदाता खुद को बूथ में अलग-थलग कर लेते हैं, एक कागज की एक पूर्व-मुद्रित शीट डालते हैं जो लिफाफे में उनकी पसंद के उम्मीदवार को दर्शाती है।","ಫ್ರಾನ್ಸ್‌ನಲ್ಲಿ, ಮತದಾನ ಪ್ರಕ್ರಿಯೆಯು ಸಾಂಪ್ರದಾಯಿಕವಾಗಿ ಕಡಿಮೆ-ತಂತ್ರಜ್ಞಾನದಿಂದ ಕೂಡಿದೆ: ಮತದಾರರು ತಮ್ಮನ್ನು ಬೂತ್‌ನಲ್ಲಿ ಪ್ರತ್ಯೇಕಿಸಿ, ಪೂರ್ವ-ಮುದ್ರಿತ ಕಾಗದದ ಹಾಳೆಯನ್ನು ಹಾಕಿ ತಮ್ಮ ಆಯ್ಕೆಯ ಅಭ್ಯರ್ಥಿಯನ್ನು ಲಕೋಟೆಯ ರೂಪದಲ್ಲಿ ಸೂಚಿಸುತ್ತಾರೆ.","பிரான்சில், வாக்களிப்பது பாரம்பரியமாகக் குறைவான தொழில்நுட்ப அனுபவமாக உள்ளது: வாக்காளர்கள் தங்களை ஒரு சாவடியில் தனிமைப்படுத்தி, முன் அச்சிடப்பட்ட ஒரு தாளில் தங்கள் விருப்பப்படி வேட்பாளர் பெயரைக் குறித்து ஒரு உறைக்குள் வைக்கின்றனர்."
164,"After officials verify the voter's identity, the voter drops the envelope into the ballot box and signs the voting roll.","जब अधिकारी मतदाता की पहचान की पुष्टि कर लेते हैं, तब मतदाता लिफ़ाफ़े को बैलट बॉक्स में डालता है और वोटिंग रोल पर हस्ताक्षर कर देता है.","ಅಧಿಕಾರಿಗಳು ಮತದಾರರ ಗುರುತನ್ನು ಪರಿಶೀಲಿಸಿದ ನಂತರ, ಮತದಾರನು ಲಕೋಟೆಯನ್ನು ಮತಪೆಟ್ಟಿಗೆಯ ಒಳಗೆ ಹಾಕಿ ಮತದಾನ ಮಾಡಿದವರ ಪಟ್ಟಿಯಲ್ಲಿ ಸಹಿ ಹಾಕುತ್ತಾನೆ.","அதிகாரிகள் வாக்காளரின் அடையாளத்தைச் சரி பார்த்த பிறகு, வாக்காளர் அந்த வாக்குப் பெட்டியில் உறையைப் போடுவார் மற்றும் வாக்காளர் பதிவேட்டில் கையொப்பம் இடுவார்."
165,French electoral law rather strictly codifies the proceedings.,"फ़्रांस का चुनावी कानून, कार्यवाही को सख्ती से सांकेतिक शब्दों में बदलता है.",ಫ್ರೆಂಚ್ ಚುನಾವಣಾ ಕಾನೂನು ವಿಚಾರಣೆಯನ್ನು ಕಟ್ಟುನಿಟ್ಟಾಗಿ ನಡೆಸುತ್ತದೆ.,"பிரெஞ்சு தேர்தல் சட்டம், நடவடிக்கைகளை கடுமையாக செயல்படுத்துகிறது."
166,"Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.","1988 के बाद से, मतपेटियांपारदर्शी होनी चाहिए थीं ताकि मतदाता और पर्यवेक्षक यह देख सकें कि मत के शुरू होने से पहले मतपेटी में कोई लिफ़ाफ़ा तो मौजूद नहीं है और वैध मतों के अलवा कोई अन्य मत तो नहीं दिया गया है.","1988 ರಿಂದ, ಮತಪೆಟ್ಟಿಗೆಗಳು ಪಾರದರ್ಶಕವಾಗಿರಬೇಕು, ಇದರಿಂದಾಗಿ ಮತದಾನದ ಆರಂಭದಲ್ಲಿ ಯಾವುದೇ ಲಕೋಟೆಗಳಿಲ್ಲ ಎಂದು ಮತದಾರರು ಮತ್ತು ವೀಕ್ಷಕರು ನೋಡಬಹುದು ಮತ್ತು ಸರಿಯಾಗಿ ಎಣಿಕೆ ಮತ್ತು ಅಧಿಕಾರ ಪಡೆದ ಮತದಾರರನ್ನು ಹೊರತುಪಡಿಸಿ ಯಾವುದೇ ಲಕೋಟೆಗಳನ್ನು ಸೇರಿಸಲಾಗುವುದಿಲ್ಲ.","1988-ஆம் ஆண்டிலிருந்து, வாக்குப் பெட்டிகள் வெளிப்படையாக இருக்க வேண்டுமென்றும், அதன் மூலமாகவே, வாக்காளர்கள் மற்றும் கண்காணிப்பாளர்கள், முறையாக எண்ணப்பட்ட மற்றும் அங்கீகரிக்கப்பட்ட வாக்காளர்களைத் தவிர வேறு உறைகள் சேர்க்கப்படவில்லை என்பதற்கு சாட்சியாக இருக்கமுடியும்."
167,"Candidates can send representatives to witness every part of the process. In the evening, votes are counted by volunteers under heavy supervision, following specific procedures.","उम्मीदवार प्रक्रिया के हर हिस्से को देखने के लिए प्रतिनिधि भेज सकते हैं. शाम को, स्वयंसेवकों द्वारा विशिष्ट प्रक्रियाओं का पालन करते हुए कड़ी निगरानी में मतों की गिनती की जाती है.","ಪ್ರಕ್ರಿಯೆಯ ಪ್ರತಿಯೊಂದು ಭಾಗಕ್ಕೂ ಸಾಕ್ಷಿಯಾಗಲು ಅಭ್ಯರ್ಥಿಗಳು ತಮ್ಮ ಪ್ರತಿನಿಧಿಗಳನ್ನು ಕಳುಹಿಸಬಹುದು. ಸಂಜೆಯ ವೇಳೆ, ಭಾರೀ ಪ್ರಮಾಣದ ಸ್ವಯಂಸೇವಕು ನಿರ್ದಿಷ್ಟ ಕಾರ್ಯವಿಧಾನಗಳನ್ನು ಅನುಸರಿಸುವ ಮೂಲಕ ಮತಗಳನ್ನು ಎಣಿಸುತ್ತಾರೆ.","வேட்பாளர்கள் அவர்கள் பிரதிநிதிகளை இந்தச் செயல்முறையைப் பார்வையிட அனுப்பலாம். மாலையில், பலத்த மேற்பார்வையின் கீழ் குறிப்பிட்ட வழிமுறையைப் பின்பற்றித்  தன்னார்வலர்களால், ஓட்டுக்கள் எண்ணப்படும்."
168,"ASUS Eee PC, earlier launched world-wide for cost-saving and functionality factors, became a hot topic in 2007 Taipei IT Month.","बचत और सुविधा को ध्यान में रखते हुए, ASUS Eee PC को दुनियाभर में पेश किया गया, यह बात 2007 ताइपे आईटी महीने में चर्चा में रही.","ASUS Eee PC ಅನ್ನು, ವೆಚ್ಚದಲ್ಲಿ  ಕಡಿತ ಹಾಗೂ ಕ್ರಿಯಾತ್ಮಕ ಅಂಶಗಳಿಗಾಗಿ ಈ ಹಿಂದೆ ಪ್ರಪಂಚಾದ್ಯಂತ ಹೊರತರಲಾಯಿತು, ಮತ್ತೆ ಇದು 2007 ರಲ್ಲಿ ತೈಪೆ  ಐಟಿ ಮಂತ್ ನ  ಬಿಸಿಬಿಸಿ ಸುದ್ದಿಯಾಯಿತು.","2007 இல் டைபே, IT மாதத்தில் உலகெங்கிலும் செலவு சேமிப்பு மற்றும் செயல்பாட்டுக் காரணிகளுக்காக அறிமுகப்படுத்திய ASUS Eee PC  பரபரப்பான தலைப்பாக மாறியது."
169,But the consumer market on laptop computer will be radically varied and changed after ASUS was awarded in the 2007 Taiwan Sustainable Award by Executive Yuan of the Republic of China.,लेकिन लैपटॉप कंप्यूटर पर उपभोक्ता बाज़ार मौलिक रूप से विविधतापूर्ण होगा और चीनी गणराज्य के कार्यकारी युआन द्वारा 2007 में ASUS को ताइवान सस्टैनबल अवॉर्ड से सम्मानित किए जाने के बाद बदल जाएगा.,ಲ್ಯಾಪ್‌ಟಾಪ್ ಕಂಪ್ಯೂಟರ್‌ನಲ್ಲಿನ ಗ್ರಾಹಕ ಮಾರುಕಟ್ಟೆಯು ಆಮೂಲಾಗ್ರವಾಗಿ ವೈವಿಧ್ಯಮಯವಾಗಿರುತ್ತದೆ ಮತ್ತು 2007 ರ ತೈವಾನ್ ಸಸ್ಟೈನಬಲ್ ಪ್ರಶಸ್ತಿಯಲ್ಲಿ ಆಸಸ್ ಅನ್ನು ಚೀನಾ ಗಣರಾಜ್ಯದ ಕಾರ್ಯನಿರ್ವಾಹಕ ಯುವಾನ್ ಅವರಿಗೆ ನೀಡಲಾಯಿತು.,ஆனால் லேப்டாப் கணினியில் நுகர்வோர் சந்தை தீவிரமாக மாறுபடும் மற்றும் 2007-ஆம் ஆண்டு தைவான் நிலையான விருதில் சீன குடியரசின் நிர்வாக யுவானால் ஆசஸ் வழங்கப்பட்ட பின்னர் மாற்றப்படும்.
170,"The station's web site describes the show as ""old school radio theater with a new and outrageous geeky spin!""",स्टेशन की वेबसाइट ने शो को “नए और ख़राब तरीके से अव्यवस्थित घुमाव के साथ पुराने समय के रेडियो थिएटर” के रूप में बताया है.,"ಹೊಸ ಮತ್ತು ವಿಲಕ್ಷಣವಾದ ಜೀಕಿ ಸ್ಪಿನ್ ಸಹಿತ ಹಳೆಯ ಶಾಲೆಯ ರೇಡಿಯೋ ನಾಟಕ!"" ಎಂದು ಶೋ ಅನ್ನು ಸ್ಟೇಷನ್‌ನ ವೆಬ್‌ಸೈಟ್‌ ವಿವರಿಸಿದೆ.","""நிலையத்தின் வலைத்தளம் இந்த நிகழ்ச்சியை """"புதிய மற்றும் தளர்ந்த பொலிவற்ற சுழலுடனான பழைய பள்ளி வானொலி அரங்கம்!"""" என்று விவரிக்கிறது"""
171,"In its early days, the show was featured solely at the long-running internet radio site TogiNet Radio, a site focused on talk radio.","इसके शुरुआती दिनों में, इस शो को केवल लंबे समय तक चलने वाली इंटरनेट रेडियो साइट TogiNet रेडियो, टॉक रेडियो पर केंद्रित एक साइट पर फ़ीचर किया गया था.","ಆರಂಭಿಕ ದಿನಗಳಲ್ಲಿ, ಈ ಕಾರ್ಯಕ್ರಮವು ದೀರ್ಘಕಾಲದ ಇಂಟರ್ನೆಟ್ ರೇಡಿಯೊ ಸೈಟ್ ಟೋಗಿನೆಟ್ ರೇಡಿಯೊದಲ್ಲಿ ಮಾತ್ರ ಕಾಣಿಸಿಕೊಂಡಿತ್ತು, ಇದು ಟಾಕ್ ರೇಡಿಯೊವನ್ನು ಕೇಂದ್ರೀಕರಿಸಿದೆ.","அதன் ஆரம்ப நாட்களில், பேச்சு நிகழ்ச்சிகளை மையமாக கொண்ட வலைதள இணைய வானொலி தளமான டோகி நெட் ரேடியோவில் மட்டுமே இந்த நிகழ்ச்சி நீண்டகாலமாக ஒளிபரப்பப்பட்டது."
172,"In late 2015, TogiNet established AstroNet Radio as a subsidiary station.","2015 के आखिर में, TogiNet ने एक सहयोगी स्टेशन के रूप में AstroNet रेडियो की स्थापना की.","2015 ರ ಕೊನೆಯಲ್ಲಿ, ಟೋಗಿನೆಟ್, ಆಸ್ಟ್ರೋನೆಟ್ ರೇಡಿಯೊವನ್ನು ಅಂಗಸಂಸ್ಥೆಯಾಗಿ ಸ್ಥಾಪಿಸಿತು.","2015 இன் பிற்பகுதியில், டோகிநெட் ஆஸ்ட்ரோநெட் வானொலியை ஒரு துணை நிலையமாக நிறுவியது."
173,"The show originally featured amateur voice actors, local to East Texas.",शो में मूल रूप से पूर्वी टैक्सास के स्थानीय शौकिया वॉइस एक्टर्स को शामिल किया गया है.,ಪ್ರದರ್ಶನವು ಮೂಲತಃ ಪೂರ್ವ ಟೆಕ್ಸಾಸ್‌ನ ಸ್ಥಳೀಯ ಹವ್ಯಾಸಿ ಹಿನ್ನೆಲೆ ಗಾಯಕ ನಟರನ್ನು ಒಳಗೊಂಡಿತ್ತು.,இந்நிகழ்ச்சியின் முதலில் கிழக்கு டெக்சாசின் துறை சார்பற்ற உள்ளூர் குரல் நடிகர்களே இடம்பெற்றிருந்தனர்.
174,"Widespread looting reportedly continued overnight, as law enforcement officers were not present on Bishkek's streets.","चूँकि बिशकेक की गलियों में कानून लागू करने वाले अधिकारी मौजूद नहीं थे, तो पूरी रात बड़े पैमाने पर लूट जारी रहने की सूचना मिली है.",ಬಿಶ್ಕೆಕ್ ನ ರಸ್ತೆಗಳಲ್ಲಿ ಕಾನೂನು ಜಾರಿ ಅಧಿಕಾರಿಗಳು ಇಲ್ಲದ ಕಾರಣದಿಂದ  ಇಡೀ ರಾತ್ರಿ  ವ್ಯಾಪಕವಾಗಿ ಲೂಟಿ ಮುಂದುವರೆದಿತ್ತು ಎಂದು ವರದಿಯಾಗಿದೆ.,"பிஷ்கெக்கின் வீதிகளில் சட்ட அமலாக்க அதிகாரிகள் இல்லாததால், ஒரே இரவில் பரவலான கொள்ளை தொடர்ந்ததாக அறிக்கையில் தெரிவிக்கப்பட்டது."
175,"Bishkek was described as sinking into a state of ""anarchy"" by one observer, as gangs of people roamed the streets and plundered stores of consumer goods.","एक विश्लेषक के अनुसार बिश्केक अराजकता में जा रहा है, क्योंकि लोगों के झुंड सड़कों पर दुकानें लूट रहे हैं.","ಒಬ್ಬ  ವೀಕ್ಷಕ, ಬಿಶ್ಕೆಕ್ ನಲ್ಲಿ ಜನರ ಗುಂಪುಗಳು ಬೀದಿಗಳಲ್ಲಿ ದೊಂಬಿ ಮಾಡುತ್ತಾ ಹಾಗೂ ದಿನಸಿ ವಸ್ತುಗಳ ಅಂಗಡಿಗಳನ್ನು ಲೂಟಿ ಮಾಡುತ್ತಾ ""ಅರಾಜಕತೆ"" ಸ್ಥಿತಿಗೆ ಜಾರುತ್ತಿತ್ತು ಎಂದು ವರ್ಣಿಸಿದನು.","""மக்களின் கும்பல் வீதியில் சுற்றித் திரிந்து மற்றும் பயனர் பொருள்கள் விற்கும் கடைகளைக் கொள்ளையடிப்பதால், பிஷ்கேக் """"சட்டமில்லாத"""" நிலைக்கு மூழ்குகிறது என்று ஒரு (1) பார்வையாளர் விவரித்தார். """
176,Several Bishkek residents blamed protesters from the south for the lawlessness.,कई बिश्केक निवासियों ने दक्षिण के प्रदर्शनकारियों को इस अराजकता के लिए दोषी ठहराया।,ಹಲವು ಬಿಷ್ಕೆಕ್‌ ನಿವಾಸಿಗಳು ಅರಾಜಕತೆಗಾಗಿ ದಕ್ಷಿಣದ ಪ್ರತಿಭಟನಾಕಾರರನ್ನು ಹೊಣೆಯಾಗಿಸಿದ್ದಾರೆ.,பல பிஷ்கேக் வாழ்பவர்கள் தெற்கிலிருந்து வந்த போராட்டக்காரர்களே சட்டமின்மைக்குக் காரணம் என்று குற்றம் சாட்டினார்கள்.
177,"South Africa have defeated the All Blacks (New Zealand) in a rugby union Tri Nations match at the Royal Bafokeng Stadium in Rustenburg, South Africa.",साउथ अफ्रीका के रस्टेनबर्ग स्थित रॉयल बेफोकेंग स्टेडियम में एक रग्बी यूनियन ट्राई नेशन्स मैच में साउथ अफ्रीका ने ऑल ब्लैक्स (न्यूज़ीलैंड) को हराया है.,ದಕ್ಷಿಣ ಆಫ್ರಿಕಾದ ರುಸ್ಟೆನ್‌ಬರ್ಗ್‌ನ ರಾಯಲ್ ಬಾಫೊಕೆಂಗ್ ಕ್ರೀಡಾಂಗಣದಲ್ಲಿ ನಡೆದ ರಗ್ಬಿ ಯೂನಿಯನ್ ಟ್ರೈ ನೇಷನ್ಸ್ ಪಂದ್ಯದಲ್ಲಿ ದಕ್ಷಿಣ ಆಫ್ರಿಕಾ ಆಲ್ ಬ್ಲ್ಯಾಕ್ಸ್ (ನ್ಯೂಜಿಲೆಂಡ್) ತಂಡವನ್ನು ಸೋಲಿಸಿದೆ.,"தென் ஆப்பிரிக்காவின் ரஸ்டாம்பார்க்கிலுள்ள ராயல் பஃபொகேங் விளையாட்டரங்கத்தில், நியூஜிலாந்தின் ஆல் பிளாக்ஸ் அணியை ரக்பி யூனியன் மூன்று நாடுகள் ஆட்டத்தில் தென்னாப்பிரிக்கா தோற்கடித்தது."
